,subregion2_name,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
7673,Mono County,,,,,,
7674,Mono County,,,,,,
7675,Mono County,,,,,,
7676,Mono County,,,,,,
7677,Mono County,,,,,,
7678,Mono County,,,,,,
7679,Mono County,,,,,,
7680,Mono County,,,,,,
7681,Mono County,,,,,,
7682,Mono County,,,,,,
7683,Mono County,,,,,,
7684,Mono County,,,,,,
7685,Mono County,,,,,,
7686,Mono County,,,,,,
7687,Mono County,,,,,,
7688,Mono County,,,,,,
7689,Mono County,,,,,,
7690,Mono County,,,,,,
7691,Mono County,,,,,,
7692,Mono County,,,,,,
7693,Mono County,,,,,,
7694,Mono County,,,,,,
7695,Mono County,,,,,,
7696,Mono County,,,,,,
7697,Mono County,,,,,,
7698,Mono County,,,,,,
7699,Mono County,,,,,,
7700,Mono County,,,,,,
7701,Mono County,,,,,,
7702,Mono County,,,,,,
7703,Mono County,,,,,,
7704,Mono County,,,,,,
7705,Mono County,,,,,,
7706,Mono County,,,,,,
7707,Mono County,,,,,,
7708,Mono County,,,,,,
7709,Mono County,,,,,,
7710,Mono County,,,,,,
7711,Mono County,,,,,,
7712,Mono County,,,,,,
7713,Mono County,,,,,,
7714,Mono County,,,,,,
7715,Mono County,-8.0,16.0,49.0,,2.0,
7716,Mono County,16.0,,,,2.0,
7717,Mono County,25.0,,,,-20.0,
7718,Mono County,24.0,-4.0,,,-5.0,
7719,Mono County,27.0,3.0,,,2.0,
7720,Mono County,31.0,2.0,,,1.0,
7721,Mono County,12.0,8.0,,,-1.0,
7722,Mono County,4.0,14.0,11.0,,-2.0,
7723,Mono County,6.0,7.0,,,-8.0,
7724,Mono County,-12.0,,,,-5.0,
7725,Mono County,-3.0,-26.0,,,-8.0,
7726,Mono County,5.0,-26.0,,,-3.0,
7727,Mono County,9.0,2.0,,,-9.0,
7728,Mono County,5.0,-10.0,-2.0,,-5.0,
7729,Mono County,0.0,0.0,-9.0,,-3.0,
7730,Mono County,-9.0,-15.0,-16.0,,0.0,
7731,Mono County,-10.0,-10.0,,,-2.0,
7732,Mono County,4.0,-4.0,,,-3.0,
7733,Mono County,2.0,-7.0,,,-1.0,
7734,Mono County,1.0,-18.0,,,1.0,
7735,Mono County,-10.0,-15.0,-18.0,,-4.0,
7736,Mono County,-20.0,-11.0,-28.0,,-5.0,
7737,Mono County,-18.0,-15.0,-7.0,,-8.0,
7738,Mono County,-22.0,-8.0,,,-6.0,
7739,Mono County,-8.0,-18.0,,,-7.0,
7740,Mono County,-10.0,-9.0,,,-5.0,
7741,Mono County,-2.0,8.0,,,-3.0,
7742,Mono County,-18.0,8.0,-18.0,,-2.0,
7743,Mono County,-34.0,5.0,-30.0,,-11.0,
7744,Mono County,-57.0,4.0,-30.0,,-15.0,
7745,Mono County,-71.0,-34.0,,,-30.0,
7746,Mono County,-62.0,-46.0,,,-36.0,
7747,Mono County,-69.0,-45.0,,,-34.0,
7748,Mono County,-72.0,-46.0,,,-44.0,
7749,Mono County,-82.0,-51.0,-44.0,,-51.0,
7750,Mono County,-92.0,-67.0,-51.0,,-59.0,
7751,Mono County,-96.0,-57.0,-52.0,,-62.0,
7752,Mono County,-89.0,-56.0,,,-53.0,
7753,Mono County,-80.0,-56.0,,,-55.0,
7754,Mono County,-88.0,-64.0,,,-57.0,
7755,Mono County,-92.0,-62.0,-53.0,,-57.0,
7756,Mono County,-93.0,-62.0,-44.0,,-59.0,
7757,Mono County,-97.0,-68.0,-63.0,,-65.0,
7758,Mono County,-100.0,-60.0,-57.0,,-73.0,
7759,Mono County,-89.0,-54.0,,,-49.0,
7760,Mono County,-89.0,-64.0,,,-61.0,
7761,Mono County,-88.0,-58.0,,,-56.0,
7762,Mono County,-82.0,,,,-57.0,
7763,Mono County,-87.0,-67.0,-51.0,,-63.0,
7764,Mono County,-96.0,-67.0,-61.0,,-71.0,
7765,Mono County,-100.0,,,,-73.0,
7766,Mono County,,,,,-60.0,
7767,Mono County,,,,,-59.0,
7768,Mono County,,,,,-57.0,
7769,Mono County,,,-59.0,,-64.0,
7770,Mono County,,,-44.0,,-63.0,
7771,Mono County,-96.0,,-46.0,,-70.0,
7772,Mono County,,,-49.0,,-71.0,
7773,Mono County,,,,,-59.0,
7774,Mono County,,,,,-58.0,
7775,Mono County,,,,,-59.0,
7776,Mono County,,,,,-60.0,
7777,Mono County,-93.0,,-63.0,,-65.0,
7778,Mono County,-96.0,,-46.0,,-71.0,
7779,Mono County,-94.0,,-22.0,,-69.0,
7780,Mono County,,,,,-57.0,
7781,Mono County,,,,,-58.0,
7782,Mono County,,,,,-57.0,
7783,Mono County,,,,,-59.0,
7784,Mono County,-88.0,,-29.0,,-61.0,
7785,Mono County,-92.0,,-30.0,,-64.0,
7786,Mono County,-94.0,,-9.0,,-61.0,
7787,Mono County,,,,,-59.0,
7788,Mono County,,,,,-60.0,
7789,Mono County,,,,,-56.0,
7790,Mono County,,,,,-56.0,
7791,Mono County,,,-24.0,,-57.0,
7792,Mono County,-91.0,,-27.0,,-64.0,
7793,Mono County,-93.0,,-16.0,,-56.0,
7794,Mono County,,,,,-48.0,
7795,Mono County,,,,,-47.0,
7796,Mono County,,,,,-48.0,
7797,Mono County,,,,,-50.0,
7798,Mono County,,,-4.0,-58.0,-53.0,
7799,Mono County,-89.0,,2.0,-67.0,-63.0,
7800,Mono County,-91.0,,,,-58.0,
7801,Mono County,,,,,-49.0,
7802,Mono County,,,,,-51.0,
7803,Mono County,,,,,-48.0,
7804,Mono County,-77.0,,,,-55.0,
7805,Mono County,-83.0,-53.0,,-69.0,-52.0,
7806,Mono County,-87.0,,16.0,-63.0,-59.0,
7807,Mono County,-91.0,,-17.0,,-55.0,
7808,Mono County,,,,,-48.0,
7809,Mono County,,,,,-48.0,
7810,Mono County,,,,,-39.0,
7811,Mono County,-74.0,,,,-45.0,
7812,Mono County,-77.0,-51.0,7.0,-55.0,-49.0,
7813,Mono County,-80.0,-42.0,,-44.0,-54.0,
7814,Mono County,-76.0,,,,-52.0,
7815,Mono County,-71.0,,,,-62.0,
7816,Mono County,,-24.0,,,-39.0,
7817,Mono County,,-13.0,,,-40.0,
7818,Mono County,,,,,-44.0,
7819,Mono County,-74.0,-45.0,,-46.0,-45.0,
7820,Mono County,-82.0,-39.0,36.0,-49.0,-47.0,
7821,Mono County,-78.0,,,,-45.0,
7822,Mono County,-69.0,,,,-42.0,
7823,Mono County,,-9.0,,,-42.0,
7824,Mono County,,,,,-35.0,
7825,Mono County,,,,,-41.0,
7826,Mono County,-66.0,-36.0,,-40.0,-43.0,
7827,Mono County,-72.0,-28.0,,-47.0,-47.0,
7828,Mono County,-74.0,,,,-44.0,
7829,Mono County,-62.0,,,,-35.0,
7830,Mono County,,-12.0,,,-38.0,
7831,Mono County,,,,,-37.0,
7832,Mono County,,,,,-37.0,
7833,Mono County,-58.0,-26.0,,,-43.0,
7834,Mono County,-66.0,-23.0,,-31.0,-45.0,
7835,Mono County,-57.0,,,,-32.0,
7836,Mono County,-44.0,,,,-42.0,
7837,Mono County,-33.0,12.0,,,-35.0,
7838,Mono County,-27.0,,,,-33.0,
7839,Mono County,-22.0,,,,-34.0,
7840,Mono County,-42.0,-5.0,,,-40.0,
7841,Mono County,-48.0,14.0,,-3.0,-47.0,
7842,Mono County,-39.0,,,,-39.0,
7843,Mono County,-25.0,,,,-34.0,
7844,Mono County,-21.0,,,,-37.0,
7845,Mono County,-8.0,,,,-29.0,
7846,Mono County,-15.0,,,,-33.0,
7847,Mono County,-24.0,20.0,,,-39.0,
7848,Mono County,-42.0,36.0,,,-40.0,
7849,Mono County,-30.0,,,,-32.0,
7850,Mono County,-16.0,,,,-27.0,
7851,Mono County,-3.0,,,,-30.0,
7852,Mono County,20.0,,,,-29.0,
7853,Mono County,22.0,,,,-37.0,
7854,Mono County,15.0,86.0,,,-43.0,
7855,Mono County,-18.0,79.0,,,-38.0,
7856,Mono County,-3.0,,,,-23.0,
7857,Mono County,1.0,,,,-31.0,
7858,Mono County,14.0,,,,-32.0,
7859,Mono County,33.0,,,,-27.0,
7860,Mono County,25.0,,,,-32.0,
7861,Mono County,-2.0,44.0,,,-31.0,
7862,Mono County,-23.0,47.0,,,-31.0,
7863,Mono County,-12.0,,,,-19.0,
7864,Mono County,7.0,,,,-27.0,
7865,Mono County,38.0,,,,-30.0,
7866,Mono County,,,,,-27.0,
7867,Mono County,45.0,,,,-28.0,
7868,Mono County,10.0,45.0,,,-32.0,
7869,Mono County,-6.0,66.0,,,-25.0,
7870,Mono County,12.0,,,,-23.0,
7871,Mono County,25.0,,,,-30.0,
7872,Mono County,42.0,,,,-35.0,
7873,Mono County,,,,,-23.0,
7874,Mono County,63.0,,,,-30.0,
7875,Mono County,16.0,47.0,,,-31.0,
7876,Mono County,-1.0,58.0,,,-31.0,
7877,Mono County,15.0,,,,-19.0,
7878,Mono County,34.0,,,,-31.0,
7879,Mono County,50.0,,,,-32.0,
7880,Mono County,,,,,-31.0,
7881,Mono County,53.0,,,,-33.0,
7882,Mono County,18.0,42.0,,,-35.0,
7883,Mono County,-6.0,55.0,,,-32.0,
7884,Mono County,13.0,,,,-19.0,
7885,Mono County,39.0,,,,-26.0,
7886,Mono County,57.0,,,,-30.0,
7887,Mono County,,,,,-26.0,
7888,Mono County,53.0,,,,-26.0,
7889,Mono County,23.0,46.0,,,-30.0,
7890,Mono County,-6.0,47.0,,,-30.0,
7891,Mono County,16.0,,,,-14.0,
7892,Mono County,30.0,,,,-23.0,
7893,Mono County,44.0,,,,-29.0,
7894,Mono County,55.0,,,,-25.0,
7895,Mono County,51.0,,,,-27.0,
7896,Mono County,15.0,45.0,,,-30.0,
7897,Mono County,-2.0,52.0,,1.0,-29.0,
7898,Mono County,9.0,,,,-21.0,
7899,Mono County,,,,,,
7900,Mono County,,,,,,
7901,Mono County,,,,,,
7902,Mono County,,,,,,
7903,Mono County,,,,,,
7904,Mono County,,,,,,
7905,Mono County,,,,,,
7906,Mono County,,,,,,
7907,Mono County,,,,,,
7908,Mono County,,,,,,
7909,Mono County,,,,,,
7910,Mono County,,,,,,
7911,Mono County,,,,,,
7912,Mono County,,,,,,
7913,Mono County,,,,,,
7914,Mono County,,,,,,
7915,Mono County,,,,,,
7916,Mono County,,,,,,
7917,Mono County,,,,,,
7918,Mono County,,,,,,
7919,Mono County,,,,,,
7920,Mono County,,,,,,
7921,Mono County,,,,,,
7922,Mono County,,,,,,
7923,Mono County,,,,,,
7924,Mono County,-51.0,,,-60.0,-34.0,
7925,Mono County,-62.0,,39.0,-55.0,-31.0,
7926,Mono County,-62.0,,,,-32.0,
7927,Mono County,-53.0,,,,-30.0,
7928,Mono County,-46.0,,,,-32.0,
7929,Mono County,-52.0,,,,-27.0,
7930,Mono County,-56.0,,,,-34.0,
7931,Mono County,-66.0,,-18.0,-60.0,-40.0,
7932,Mono County,-71.0,,-1.0,,-39.0,
7933,Mono County,-74.0,,,,-28.0,
7934,Mono County,-58.0,,,,-27.0,
7935,Mono County,-54.0,,,,-26.0,
7936,Mono County,-48.0,,,,-29.0,
7937,Mono County,-50.0,,,,-29.0,
7938,Mono County,-56.0,-46.0,,-53.0,-37.0,
7939,Mono County,-64.0,-43.0,41.0,-67.0,-35.0,
7940,Mono County,-59.0,,,,-33.0,
7941,Mono County,-50.0,,,,-25.0,
7942,Mono County,-42.0,,,,-27.0,
7943,Mono County,-42.0,,,,-28.0,
7944,Mono County,-39.0,,,,-28.0,
7945,Mono County,-49.0,-32.0,,-52.0,-37.0,
7946,Mono County,-54.0,-31.0,,-58.0,-32.0,
7947,Mono County,-51.0,,,,-35.0,
7948,Mono County,-45.0,,,,-23.0,
7949,Mono County,-35.0,,,,-31.0,
7950,Mono County,-34.0,,,,-32.0,
7951,Mono County,-30.0,,,,-33.0,
7952,Mono County,-33.0,-26.0,,-43.0,-33.0,
7953,Mono County,-35.0,-6.0,,-50.0,-34.0,
7954,Mono County,-25.0,,,,-37.0,
7955,Mono County,-31.0,,,,-33.0,
7956,Mono County,-32.0,-7.0,,,-32.0,
7957,Mono County,-18.0,,,,-30.0,
7958,Mono County,-22.0,,,,-28.0,
7959,Mono County,-27.0,-23.0,,-40.0,-31.0,
7960,Mono County,,,,,,
7961,Mono County,,,,,,
7962,Mono County,,,,,,
7963,Mono County,,,,,,
7964,Mono County,,,,,,
7965,Monterey County,,,,,,
7966,Monterey County,,,,,,
7967,Monterey County,,,,,,
7968,Monterey County,,,,,,
7969,Monterey County,,,,,,
7970,Monterey County,,,,,,
7971,Monterey County,,,,,,
7972,Monterey County,,,,,,
7973,Monterey County,,,,,,
7974,Monterey County,,,,,,
7975,Monterey County,,,,,,
7976,Monterey County,,,,,,
7977,Monterey County,,,,,,
7978,Monterey County,,,,,,
7979,Monterey County,,,,,,
7980,Monterey County,,,,,,
7981,Monterey County,,,,,,
7982,Monterey County,,,,,,
7983,Monterey County,,,,,,
7984,Monterey County,,,,,,
7985,Monterey County,,,,,,
7986,Monterey County,,,,,,
7987,Monterey County,,,,,,
7988,Monterey County,,,,,,
7989,Monterey County,,,,,,
7990,Monterey County,,,,,,
7991,Monterey County,,,,,,
7992,Monterey County,,,,,,
7993,Monterey County,,,,,,
7994,Monterey County,,,,,,
7995,Monterey County,,,,,,
7996,Monterey County,,,,,,
7997,Monterey County,,,,,,
7998,Monterey County,,,,,,
7999,Monterey County,,,,,,
8000,Monterey County,,,,,,
8001,Monterey County,,,,,,
8002,Monterey County,,,,,,
8003,Monterey County,,,,,,
8004,Monterey County,,,,,,
8005,Monterey County,,,,,,
8006,Monterey County,,,,,,
8007,Monterey County,,,,,,
8008,Monterey County,,,,,,
8009,Monterey County,,,,,,
8010,Monterey County,11.0,8.0,29.0,15.0,-1.0,-1.0
8011,Monterey County,18.0,9.0,71.0,13.0,-4.0,-1.0
8012,Monterey County,20.0,3.0,101.0,6.0,-36.0,7.0
8013,Monterey County,3.0,4.0,22.0,8.0,0.0,0.0
8014,Monterey County,4.0,2.0,19.0,6.0,0.0,0.0
8015,Monterey County,5.0,3.0,33.0,6.0,1.0,-1.0
8016,Monterey County,2.0,3.0,12.0,2.0,5.0,0.0
8017,Monterey County,3.0,2.0,-5.0,3.0,2.0,0.0
8018,Monterey County,7.0,4.0,15.0,1.0,-3.0,0.0
8019,Monterey County,1.0,0.0,16.0,1.0,6.0,-1.0
8020,Monterey County,4.0,5.0,24.0,12.0,2.0,-1.0
8021,Monterey County,7.0,6.0,29.0,5.0,2.0,-1.0
8022,Monterey County,7.0,6.0,25.0,9.0,2.0,-1.0
8023,Monterey County,2.0,6.0,9.0,6.0,5.0,-1.0
8024,Monterey County,6.0,4.0,-3.0,11.0,1.0,-1.0
8025,Monterey County,9.0,3.0,-10.0,0.0,-4.0,0.0
8026,Monterey County,7.0,7.0,15.0,9.0,7.0,-1.0
8027,Monterey County,9.0,12.0,30.0,7.0,2.0,-2.0
8028,Monterey County,7.0,7.0,19.0,4.0,2.0,-1.0
8029,Monterey County,8.0,9.0,21.0,9.0,2.0,-1.0
8030,Monterey County,1.0,7.0,-1.0,4.0,6.0,-1.0
8031,Monterey County,3.0,7.0,-20.0,-3.0,0.0,0.0
8032,Monterey County,7.0,9.0,13.0,5.0,-3.0,0.0
8033,Monterey County,6.0,12.0,17.0,3.0,6.0,-1.0
8034,Monterey County,5.0,12.0,-6.0,0.0,1.0,1.0
8035,Monterey County,8.0,14.0,25.0,5.0,1.0,0.0
8036,Monterey County,9.0,21.0,25.0,6.0,1.0,0.0
8037,Monterey County,2.0,33.0,-2.0,-4.0,2.0,1.0
8038,Monterey County,-7.0,23.0,-29.0,-10.0,-4.0,3.0
8039,Monterey County,-12.0,10.0,-34.0,-11.0,-10.0,6.0
8040,Monterey County,-1.0,24.0,-12.0,-15.0,-18.0,8.0
8041,Monterey County,-6.0,31.0,-17.0,-15.0,-27.0,11.0
8042,Monterey County,-30.0,1.0,-23.0,-31.0,-39.0,16.0
8043,Monterey County,-32.0,-4.0,2.0,-26.0,-40.0,16.0
8044,Monterey County,-39.0,-7.0,-18.0,-34.0,-38.0,17.0
8045,Monterey County,-49.0,-17.0,-51.0,-42.0,-32.0,15.0
8046,Monterey County,-49.0,-23.0,-47.0,-46.0,-35.0,14.0
8047,Monterey County,-38.0,-18.0,-35.0,-42.0,-42.0,19.0
8048,Monterey County,-38.0,-16.0,-22.0,-37.0,-45.0,19.0
8049,Monterey County,-38.0,-15.0,-32.0,-41.0,-48.0,20.0
8050,Monterey County,-37.0,-14.0,-20.0,-33.0,-46.0,19.0
8051,Monterey County,-42.0,-15.0,-31.0,-37.0,-43.0,19.0
8052,Monterey County,-51.0,-22.0,-56.0,-43.0,-35.0,15.0
8053,Monterey County,-46.0,-19.0,-48.0,-45.0,-43.0,14.0
8054,Monterey County,-36.0,-18.0,-20.0,-34.0,-43.0,16.0
8055,Monterey County,-35.0,-13.0,-19.0,-29.0,-47.0,17.0
8056,Monterey County,-35.0,-12.0,-31.0,-28.0,-48.0,17.0
8057,Monterey County,-35.0,-10.0,-21.0,-25.0,-47.0,17.0
8058,Monterey County,-39.0,-8.0,-36.0,-32.0,-45.0,18.0
8059,Monterey County,-48.0,-16.0,-60.0,-36.0,-35.0,14.0
8060,Monterey County,-53.0,-29.0,-79.0,-50.0,-46.0,16.0
8061,Monterey County,-36.0,-12.0,-48.0,-38.0,-47.0,20.0
8062,Monterey County,-37.0,-12.0,-30.0,-25.0,-49.0,19.0
8063,Monterey County,-40.0,-16.0,-40.0,-28.0,-48.0,18.0
8064,Monterey County,-38.0,-11.0,-37.0,-24.0,-50.0,19.0
8065,Monterey County,-40.0,-8.0,-29.0,-30.0,-48.0,19.0
8066,Monterey County,-45.0,-10.0,-56.0,-32.0,-33.0,13.0
8067,Monterey County,-54.0,-20.0,-61.0,-39.0,-43.0,14.0
8068,Monterey County,-39.0,-17.0,-25.0,-33.0,-44.0,15.0
8069,Monterey County,-39.0,-13.0,-13.0,-23.0,-45.0,16.0
8070,Monterey County,-41.0,-9.0,-16.0,-28.0,-46.0,16.0
8071,Monterey County,-53.0,-11.0,-32.0,-21.0,-46.0,17.0
8072,Monterey County,-56.0,-11.0,-38.0,-31.0,-42.0,18.0
8073,Monterey County,-58.0,-9.0,-48.0,-25.0,-27.0,12.0
8074,Monterey County,-54.0,-6.0,-35.0,-28.0,-36.0,12.0
8075,Monterey County,-52.0,-14.0,-26.0,-29.0,-41.0,15.0
8076,Monterey County,-52.0,-12.0,-23.0,-23.0,-44.0,15.0
8077,Monterey County,-52.0,-11.0,-14.0,-21.0,-44.0,15.0
8078,Monterey County,-51.0,-8.0,-11.0,-18.0,-44.0,15.0
8079,Monterey County,-53.0,-8.0,-12.0,-23.0,-40.0,16.0
8080,Monterey County,-54.0,-7.0,-30.0,-22.0,-27.0,10.0
8081,Monterey County,-50.0,-2.0,-21.0,-23.0,-33.0,11.0
8082,Monterey County,-49.0,-11.0,-9.0,-23.0,-39.0,13.0
8083,Monterey County,-49.0,-8.0,-9.0,-11.0,-43.0,6.0
8084,Monterey County,-48.0,-9.0,-24.0,-23.0,-43.0,14.0
8085,Monterey County,-45.0,-4.0,-10.0,-11.0,-43.0,14.0
8086,Monterey County,-48.0,-1.0,-19.0,-20.0,-39.0,14.0
8087,Monterey County,-49.0,-1.0,-33.0,-14.0,-23.0,9.0
8088,Monterey County,-46.0,3.0,-25.0,-21.0,-30.0,10.0
8089,Monterey County,-45.0,-3.0,-15.0,-20.0,-38.0,12.0
8090,Monterey County,-45.0,2.0,-14.0,-10.0,-40.0,12.0
8091,Monterey County,-45.0,-2.0,-10.0,-16.0,-41.0,13.0
8092,Monterey County,-43.0,2.0,-1.0,-12.0,-41.0,13.0
8093,Monterey County,-45.0,4.0,-13.0,-17.0,-36.0,14.0
8094,Monterey County,-45.0,12.0,-32.0,-11.0,-19.0,7.0
8095,Monterey County,-44.0,17.0,-20.0,-14.0,-25.0,8.0
8096,Monterey County,-46.0,-7.0,-17.0,-19.0,-36.0,11.0
8097,Monterey County,-44.0,-2.0,-16.0,-11.0,-39.0,13.0
8098,Monterey County,-45.0,-5.0,-13.0,-16.0,-39.0,13.0
8099,Monterey County,-44.0,-1.0,-5.0,-10.0,-38.0,12.0
8100,Monterey County,-47.0,-3.0,-12.0,-15.0,-35.0,13.0
8101,Monterey County,-46.0,3.0,-16.0,-16.0,-18.0,7.0
8102,Monterey County,-44.0,1.0,-26.0,-22.0,-27.0,9.0
8103,Monterey County,-43.0,-3.0,-16.0,-18.0,-34.0,12.0
8104,Monterey County,-43.0,-3.0,-7.0,-9.0,-36.0,11.0
8105,Monterey County,-42.0,-3.0,-12.0,-14.0,-37.0,12.0
8106,Monterey County,-40.0,3.0,5.0,-7.0,-37.0,11.0
8107,Monterey County,-41.0,3.0,5.0,-13.0,-34.0,12.0
8108,Monterey County,-41.0,8.0,6.0,-11.0,-14.0,5.0
8109,Monterey County,-34.0,15.0,53.0,-12.0,-25.0,6.0
8110,Monterey County,-38.0,8.0,98.0,-20.0,-60.0,16.0
8111,Monterey County,-37.0,4.0,25.0,-9.0,-35.0,10.0
8112,Monterey County,-38.0,4.0,20.0,-9.0,-36.0,10.0
8113,Monterey County,-38.0,2.0,13.0,-9.0,-35.0,10.0
8114,Monterey County,-42.0,2.0,-2.0,-11.0,-30.0,11.0
8115,Monterey County,-43.0,2.0,-23.0,-17.0,-10.0,6.0
8116,Monterey County,-37.0,7.0,-1.0,-14.0,-21.0,8.0
8117,Monterey County,-38.0,3.0,4.0,-12.0,-29.0,8.0
8118,Monterey County,-38.0,6.0,19.0,-1.0,-33.0,9.0
8119,Monterey County,-33.0,9.0,26.0,-4.0,-34.0,9.0
8120,Monterey County,-32.0,10.0,25.0,-3.0,-34.0,9.0
8121,Monterey County,-35.0,5.0,1.0,-9.0,-29.0,9.0
8122,Monterey County,-34.0,7.0,6.0,-10.0,-8.0,3.0
8123,Monterey County,-27.0,9.0,12.0,-14.0,-20.0,6.0
8124,Monterey County,-32.0,1.0,18.0,-9.0,-28.0,7.0
8125,Monterey County,-31.0,3.0,29.0,-6.0,-32.0,8.0
8126,Monterey County,-27.0,4.0,30.0,-10.0,-33.0,8.0
8127,Monterey County,-26.0,4.0,34.0,0.0,-32.0,8.0
8128,Monterey County,-30.0,1.0,19.0,-4.0,-28.0,8.0
8129,Monterey County,-27.0,7.0,24.0,3.0,-7.0,2.0
8130,Monterey County,-19.0,11.0,49.0,-3.0,-18.0,4.0
8131,Monterey County,-27.0,-1.0,27.0,-11.0,-29.0,7.0
8132,Monterey County,-27.0,1.0,31.0,0.0,-32.0,7.0
8133,Monterey County,-26.0,1.0,40.0,-2.0,-33.0,7.0
8134,Monterey County,-23.0,6.0,49.0,4.0,-32.0,7.0
8135,Monterey County,-26.0,3.0,29.0,2.0,-29.0,7.0
8136,Monterey County,-23.0,13.0,25.0,4.0,-5.0,1.0
8137,Monterey County,-20.0,15.0,50.0,3.0,-15.0,3.0
8138,Monterey County,-26.0,-4.0,27.0,-9.0,-31.0,7.0
8139,Monterey County,-24.0,1.0,34.0,4.0,-33.0,7.0
8140,Monterey County,-24.0,-1.0,26.0,-3.0,-32.0,7.0
8141,Monterey County,-23.0,3.0,40.0,-1.0,-32.0,7.0
8142,Monterey County,-28.0,0.0,32.0,-1.0,-29.0,7.0
8143,Monterey County,-25.0,3.0,26.0,1.0,-6.0,2.0
8144,Monterey County,-19.0,5.0,34.0,1.0,-15.0,4.0
8145,Monterey County,-20.0,0.0,45.0,-8.0,-28.0,6.0
8146,Monterey County,-19.0,1.0,40.0,-3.0,-32.0,6.0
8147,Monterey County,-18.0,2.0,28.0,-6.0,-33.0,7.0
8148,Monterey County,-12.0,11.0,55.0,3.0,-33.0,6.0
8149,Monterey County,-12.0,16.0,59.0,-2.0,-44.0,10.0
8150,Monterey County,-33.0,9.0,8.0,-13.0,-19.0,4.0
8151,Monterey County,-20.0,-1.0,17.0,-14.0,-19.0,4.0
8152,Monterey County,-20.0,-1.0,30.0,-9.0,-32.0,6.0
8153,Monterey County,-23.0,0.0,26.0,-6.0,-34.0,7.0
8154,Monterey County,-24.0,-2.0,21.0,-10.0,-33.0,7.0
8155,Monterey County,-21.0,3.0,36.0,-5.0,-33.0,7.0
8156,Monterey County,-25.0,1.0,24.0,-11.0,-29.0,8.0
8157,Monterey County,-24.0,5.0,23.0,-8.0,-6.0,3.0
8158,Monterey County,-16.0,7.0,46.0,-12.0,-19.0,4.0
8159,Monterey County,-24.0,-5.0,17.0,-14.0,-31.0,7.0
8160,Monterey County,-25.0,0.0,24.0,-9.0,-34.0,8.0
8161,Monterey County,-25.0,-1.0,29.0,-13.0,-34.0,8.0
8162,Monterey County,-24.0,0.0,31.0,-6.0,-34.0,8.0
8163,Monterey County,-29.0,0.0,24.0,-9.0,-30.0,8.0
8164,Monterey County,-27.0,4.0,20.0,-11.0,-9.0,3.0
8165,Monterey County,-21.0,5.0,34.0,-17.0,-20.0,5.0
8166,Monterey County,-26.0,-4.0,25.0,-13.0,-32.0,7.0
8167,Monterey County,-25.0,-2.0,25.0,-8.0,-35.0,8.0
8168,Monterey County,-25.0,-1.0,29.0,-10.0,-34.0,7.0
8169,Monterey County,-25.0,1.0,35.0,-6.0,-34.0,8.0
8170,Monterey County,-28.0,0.0,23.0,-11.0,-30.0,8.0
8171,Monterey County,-25.0,5.0,26.0,-6.0,-9.0,3.0
8172,Monterey County,-19.0,5.0,47.0,-13.0,-20.0,4.0
8173,Monterey County,-25.0,-3.0,37.0,-7.0,-32.0,7.0
8174,Monterey County,-24.0,-1.0,36.0,-5.0,-34.0,7.0
8175,Monterey County,-24.0,0.0,27.0,-11.0,-36.0,8.0
8176,Monterey County,-22.0,3.0,43.0,-5.0,-35.0,7.0
8177,Monterey County,-24.0,5.0,35.0,-7.0,-30.0,7.0
8178,Monterey County,-23.0,8.0,27.0,-7.0,-9.0,2.0
8179,Monterey County,-17.0,10.0,45.0,-10.0,-20.0,4.0
8180,Monterey County,-22.0,1.0,45.0,-13.0,-31.0,6.0
8181,Monterey County,-23.0,1.0,26.0,-7.0,-35.0,7.0
8182,Monterey County,-21.0,2.0,26.0,-12.0,-35.0,7.0
8183,Monterey County,-20.0,4.0,41.0,0.0,-34.0,7.0
8184,Monterey County,-23.0,4.0,37.0,-10.0,-30.0,7.0
8185,Monterey County,-20.0,7.0,40.0,-4.0,-9.0,2.0
8186,Monterey County,-13.0,10.0,58.0,-11.0,-20.0,4.0
8187,Monterey County,-22.0,-2.0,37.0,-13.0,-32.0,6.0
8188,Monterey County,-22.0,-1.0,33.0,-5.0,-34.0,7.0
8189,Monterey County,-23.0,-3.0,31.0,-11.0,-35.0,7.0
8190,Monterey County,-22.0,0.0,48.0,-4.0,-34.0,7.0
8191,Monterey County,-20.0,7.0,60.0,-7.0,-30.0,7.0
8192,Monterey County,-17.0,14.0,55.0,4.0,-10.0,1.0
8193,Monterey County,-12.0,12.0,65.0,-6.0,-19.0,3.0
8194,Monterey County,-22.0,-2.0,33.0,-10.0,-32.0,6.0
8195,Monterey County,-22.0,0.0,34.0,,-33.0,7.0
8196,Monterey County,-26.0,-7.0,9.0,,-34.0,8.0
8197,Monterey County,-24.0,-1.0,7.0,,-35.0,8.0
8198,Monterey County,-29.0,-2.0,-5.0,-9.0,-32.0,8.0
8199,Monterey County,-30.0,-1.0,-21.0,,-10.0,2.0
8200,Monterey County,-24.0,2.0,-10.0,,-22.0,5.0
8201,Monterey County,-28.0,-6.0,2.0,-14.0,-32.0,6.0
8202,Monterey County,-28.0,-6.0,4.0,,-35.0,7.0
8203,Monterey County,-28.0,-8.0,-6.0,,-33.0,7.0
